"unique_trial_id","subject_id","RT","correctness","mousetrackingDuration","movementDirection","exemplar","traveledDistance","trial_type","mouse_question","MAD","AUC","xpos_flips","ypos_flips","initiation_time","total_dist","prototype_label","z_AUC","z_RT","z_initiation_time"
"2",2141,1338,"Correct",1191,55.74368037,"Clownfish",45,"Typical","Mouse",47.6244207350223,21006.5,2,0,0,783.046312024315,"straight",-1.20353006301348,-0.683766582968538,-0.727899632593227
"4",2141,1323,"Correct",1172,58.47478757,"Eagle",52,"Typical","Mouse",234.238671396,138799,1,1,360,1039.73136285289,"curved",-0.0380937161352018,-0.748824497449751,1.63777417333476
"5",2141,1662,"Correct",1502,55.23948262,"Tuna",69,"Typical","Mouse",134.134557088767,62683.5,2,1,360,928.111867776962,"straight",-0.791178761964209,0.381128754066053,1.63777417333476
"6",2141,1958,"Correct",1679,73.29401042,"Guineapig",79,"Typical","Mouse",481.448087664259,193355.5,3,3,180,1420.45385173042,"cCoM",0.501687068366906,0.987194588969985,0.454937270370767
"8",2141,1433,"Correct",1193,69.60269439,"Elephant",49,"Typical","Mouse",708.000848856949,279551,1,3,270,1676.29534108451,"dCoM",1.35450340758499,-0.676918381444199,1.04635572185276
"10",2141,1259,"Correct",1102,55.10099107,"Cow",37,"Typical","Mouse",41.1235049659979,10800,2,0,0,758.683918261454,"straight",-1.30451294455868,-0.988511550801588,-0.727899632593227
"11",2141,1191,"Correct",986,47.67976597,"Dove",37,"Typical","Mouse",63.5675790326515,33832,1,1,270,865.026769974476,"straight",-1.07663485434665,-1.3857072392132,1.04635572185276
"13",2141,1198,"Correct",1024,51.68880609,"Zebra",36,"Typical","Mouse",234.752364346713,122731,2,2,0,999.643302108451,"curved",-0.197070146906602,-1.25559141025078,-0.727899632593227
"14",2140,2507,"Correct",2166,83.86914925,"Tuna",78,"Typical","Touch",523.123984331468,216291,1,3,450,1405.2883957967,"cCoM",1.4585996486219,-0.37849289814364,-0.0901099030958758
"15",2140,3218,"Correct",2140,70.56408658,"Dolphin",75,"Atypical","Touch",351.335100646397,186750,1,2,540,1137.23421865683,"cCoM",1.05708673446916,-0.394138073583599,0.0267192629828108
"16",2140,5353,"Correct",4910,66.86797813,"Guineapig",124,"Typical","Touch",89.9679472930044,42159,1,2,2880,819.810679959947,"curved",-0.908153229318768,1.27267484828903,3.06427758102866
"17",2140,2032,"Correct",1922,69.53970787,"Zebra",61,"Typical","Touch",488.070728676512,240446.5,1,1,360,1329.87315960641,"cCoM",1.78691437045991,-0.525316852272492,-0.206939069174562
"18",2140,1971,"Correct",1505,72.60127368,"Clownfish",45,"Typical","Touch",166.73290577173,79303,2,0,270,857.81975645545,"curved",-0.403302490234463,-0.776241396828768,-0.323768235253249
"19",2140,2452,"Correct",1743,59.05578105,"Elephant",66,"Typical","Touch",151.95816585527,33432.5,3,0,540,927.885601604024,"curved",-1.02676134838562,-0.633027867801445,0.0267192629828108
"20",2140,2077,"Correct",1962,58.12262228,"Cangaroo",61,"Typical","Touch",87.535428137017,26114.5,0,0,450,821.927215714737,"straight",-1.12622553395042,-0.501247351595631,-0.0901099030958758
"21",2140,2091,"Correct",1928,65.17811626,"Cow",49,"Typical","Touch",298.212645905934,151396.5,1,1,0,1090.95246382262,"curved",0.576571964810076,-0.521706427170963,-0.674255733489309
"22",2140,2771,"Correct",2592,60.46804722,"Eagle",68,"Typical","Touch",149.827583977056,50131.5,2,2,0,867.371881769987,"curved",-0.799793264927491,-0.12215271593507,-0.674255733489309
"23",2140,3865,"Correct",2709,85.08368205,"Frog",91,"Atypical","Touch",551.148970685091,101554,2,3,325,1521.69325075228,"cCoM",-0.100873193568383,-0.0517494264552512,-0.252372633760718
"24",2140,3126,"Correct",2691,63.27167939,"Snake",82,"Typical","Touch",276.473423399346,70769,3,0,0,1047.41036442494,"curved",-0.519294203764117,-0.0625807017598387,-0.674255733489309
"25",2140,7607,"Correct",7272,72.3233353,"Dove",131,"Typical","Touch",271.699500699924,109360.5,1,1,418,1044.55962730684,"curved",0.00523054578821903,2.69397886325767,-0.131649162146076
"26",2139,1864,"Correct",1710,50.85280256,"Dolphin",66,"Atypical","Mouse",-42.9152083029632,-2481,3,0,270,1216.19487258655,"straight",-0.93115205202148,-0.0275824564640997,0.592680426645392
"27",2139,1496,"Correct",1265,55.74494011,"Clownfish",48,"Typical","Mouse",590.820522650475,386512.5,2,1,0,1940.55772456023,"cCoM",0.728144465853617,-0.400280628322126,-0.619620446038364
"28",2139,1408,"Correct",1297,58.12417515,"Snake",52,"Typical","Mouse",799.454443424626,393305.5,3,1,270,2231.90682090373,"dCoM",0.757120788712291,-0.373479860907616,0.592680426645392
"33",2139,1032,"Correct",827,46.49165285,"Guineapig",42,"Typical","Mouse",-196.502039401834,-107922.5,1,0,0,1298.29379149811,"straight",-1.38092489858454,-0.767116132308229,-0.619620446038364
"34",2139,1404,"Correct",1141,53.3279208,"Seal",50,"Atypical","Mouse",755.914664793899,471792,2,1,270,2026.12982621731,"dCoM",1.09191398230088,-0.504133602053352,0.592680426645392
"35",2139,1280,"Correct",1088,53.93633667,"Zebra",46,"Typical","Mouse",84.5418506164478,11326.5,1,3,0,1199.99169505303,"straight",-0.872254572576295,-0.548522373083633,-0.619620446038364
"36",2139,1576,"Correct",1441,47.91614486,"Cow",46,"Typical","Mouse",105.189976699664,54743,0,0,810,1228.68856615989,"straight",-0.687056497882697,-0.252876407542322,3.01728217201291
"37",2139,1208,"Correct",1067,74.41780065,"Seahorse",53,"Atypical","Mouse",1056.91436878022,695315.5,1,2,0,2537.56900045421,"dCoM",2.04537918213907,-0.566110376699406,-0.619620446038364
"38",2139,1488,"Correct",1304,51.41189816,"Tuna",51,"Typical","Mouse",-71.4479284181264,-25048,0,0,0,1099.74615618911,"straight",-1.02741418627022,-0.367617193035692,-0.619620446038364
"39",2139,1048,"Correct",922,58.16398436,"Elephant",40,"Typical","Mouse",536.1626518638,274001,1,1,0,1537.14176050917,"cCoM",0.248213721070211,-0.687551354046403,-0.619620446038364
"41",2138,1321,"Correct",1196,75.56964257,"Clownfish",61,"Typical","Mouse",543.28543959418,144883,1,2,180,1429.11183654486,"cCoM",0.490414316594837,-0.204486697447761,-0.396000239609875
"42",2138,1180,"Correct",1093,44.47841041,"Elephant",50,"Typical","Mouse",-54.6937279329859,9663.5,0,0,385,810.879630951224,"straight",-1.07944438203378,-0.492164568393782,0.281306487255644
"43",2138,813,"Correct",782,51.26129308,"Snake",26,"Typical","Mouse",46.8937661108358,28042.5,2,1,270,818.756154795092,"straight",-0.866069587554472,-1.36078415930847,-0.0986460668396469
"44",2138,1617,"Correct",1537,62.00880878,"Salamander",64,"Atypical","Mouse",419.451185530965,137178.5,3,3,0,1442.23917060576,"cCoM",0.40096733340392,0.74792256461625,-0.99070858515033
"45",2138,1216,"Correct",1133,52.93182806,"Eagle",48,"Typical","Mouse",96.5223257070918,13181,1,0,0,768.789511893956,"straight",-1.03860723966581,-0.380445006861347,-0.99070858515033
"46",2138,1717,"Correct",1688,86.53324864,"Dolphin",75,"Atypical","Mouse",704.250538686648,127061,3,2,450,2331.97038691021,"dCoM2",0.283506128597105,1.16966390940119,0.496062278700809
"47",2138,1237,"Correct",1134,47.27917523,"Tuna",40,"Typical","Mouse",146.804254979017,37154.5,1,0,540,895.929767515528,"straight",-0.760281942563151,-0.377652017823036,0.793416451471036
"48",2138,1252,"Correct",1101,81.94463197,"Zebra",47,"Typical","Mouse",675.346315336071,243878,1,2,33,1614.01069025822,"dCoM",1.63971720464531,-0.469820656087295,-0.881678721801247
"49",2138,1336,"Correct",1258,60.56246832,"Frog",60,"Atypical","Mouse",460.482865073771,154233.5,2,0,180,1333.97008568344,"cCoM",0.598970876569744,-0.0313213770724865,-0.396000239609875
"50",2138,1709,"Correct",1643,54.23404261,"Seahorse",56,"Atypical","Mouse",90.3646958025172,32952,1,0,0,769.975249176279,"straight",-0.809071733835761,1.0439794026772,-0.99070858515033
"51",2138,896,"Correct",856,56.75822319,"Cow",38,"Typical","Mouse",87.6527609485732,37954,0,1,0,737.142615287447,"straight",-0.750999982272264,-1.15410297047346,-0.99070858515033
"52",2138,2190,"Correct",2066,85.21925605,"Guineapig",73,"Typical","Mouse",632.380333295972,227064.5,2,2,900,1592.18455689054,"cCoM",1.44451740558236,2.22541376588271,1.98283314255195
"53",2138,1429,"Correct",1367,53.17656656,"Cangaroo",45,"Typical","Mouse",100.379328258659,25679,1,0,810,754.264464638777,"straight",-0.893509128702078,0.2731144281034,1.68547896978172
"54",2138,1033,"Correct",915,41.1415982,"Dove",30,"Typical","Mouse",445.906756669736,218052.5,2,0,450,1337.9777660383,"cCoM",1.33989073123405,-0.98931661721312,0.496062278700809
"55",2137,1085,"Correct",934,67.95403244,"Seahorse",48,"Atypical","Mouse",388.951054362404,293453.5,1,1,0,1385.69942512711,"cCoM",0.487819599272346,-1.0936119431217,-1.46235241338064
"57",2137,1645,"Correct",1546,83.37964561,"Clownfish",71,"Typical","Mouse",860.718278565164,201744,2,1,263,2331.7635806156,"dCoM",-0.138168796569649,0.669335776288782,0.308243307128245
"58",2137,1434,"Correct",1386,62.24376569,"Guineapig",47,"Typical","Mouse",595.64836386492,323638.5,1,1,404,1617.34460697103,"cCoM",0.693855612209834,0.208434411737023,1.25749804702084
"61",2137,1036,"Correct",926,56.54483978,"Zebra",40,"Typical","Mouse",238.557573152606,148988.5,1,0,142,1118.99503967185,"curved",-0.498265960078798,-1.11665701134928,-0.50636537036824
"62",2137,1058,"Correct",967,52.58540108,"Frog",40,"Atypical","Mouse",-58.5770851886017,18070,1,0,360,1076.83720027691,"straight",-1.3918861608327,-0.998551036682896,0.961276709749394
"63",2137,1703,"Correct",1596,66.90646166,"Cangaroo",56,"Typical","Mouse",803.053248911752,446675.5,2,2,290,2002.02885484798,"dCoM",1.53367846872101,0.813367452711207,0.490015491362998
"64",2137,999,"Correct",977,57.06622399,"Cow",40,"Typical","Mouse",309.139719786414,202027.5,1,3,360,1214.80077580501,"curved",-0.136233689408218,-0.969744701398411,0.961276709749394
"65",2137,1564,"Correct",1423,52.94632242,"Dove",56,"Typical","Mouse",-66.6217111797231,-21659,2,1,0,1094.57401770776,"straight",-1.66306736865094,0.315017852289618,-1.46235241338064
"66",2137,1140,"Correct",1017,56.17523381,"Snake",49,"Typical","Mouse",393.773083549789,203892,2,0,270,1277.7280329635,"cCoM",-0.123507032256588,-0.854519360260471,0.355369428966885
"67",2137,1676,"Correct",1513,76.37851417,"Salamander",74,"Atypical","Mouse",983.793762946978,461798.5,1,1,332,2269.86277677654,"dCoM",1.63690466132176,0.574274869849982,0.772772222394836
"68",2137,1203,"Correct",1141,56.02803669,"Elephant",44,"Typical","Mouse",179.842456696192,80004,1,0,360,1072.88075590577,"curved",-0.969138623139463,-0.497320802732858,0.961276709749394
"69",2136,1889,"Correct",1770,49.66907393,"Tuna",35,"Typical","Mouse",33.0999834293111,15318.5,1,1,810,721.528430714176,"straight",-0.0866879858050433,0.0587866895204604,-0.108820776186024
"70",2136,1625,"Correct",1472,49.25688441,"Elephant",30,"Typical","Mouse",-22.9392517285922,-7387,1,1,630,720.457024686478,"straight",-0.388132578449751,-0.98112032053554,-0.603268574778831
"71",2136,2511,"Correct",2298,62.57628536,"Seal",72,"Atypical","Mouse",675.151653702538,237700,2,1,900,1625.93418605498,"dCoM",2.86571124254135,1.9013064925727,0.13840312311038
"72",2136,1921,"Correct",1793,50.92064018,"Zebra",66,"Typical","Mouse",140.694941108346,35245,1,0,180,1009.52898731222,"straight",0.177861822626163,0.139047968820085,-1.83938807126085
"73",2136,1849,"Correct",1692,43.7071896,"Cangaroo",51,"Typical","Mouse",-38.4249054641819,-17775.5,0,0,900,714.695596458567,"straight",-0.526053221055707,-0.213403735930439,0.13840312311038
"74",2136,1504,"Correct",1285,49.54166802,"Cow",41,"Typical","Mouse",-68.190420470792,-22471,0,0,720,641.969792521458,"straight",-0.588391997332963,-1.63367941744988,-0.356044675482428
"75",2136,2064,"Correct",1927,48.34461378,"Dove",55,"Typical","Mouse",-32.2481462681101,-10708.5,0,1,1260,637.972024916985,"straight",-0.432229744971932,0.606657161261373,1.12729872029599
"76",2136,1625,"Correct",1479,49.0482839,"Eagle",47,"Typical","Mouse",-71.0150438086971,-26531,0,0,810,662.490573754313,"straight",-0.642293697191478,-0.956692974661741,-0.108820776186024
"78",2136,1800,"Correct",1636,51.84045449,"Clownfish",59,"Typical","Mouse",-43.6495805301762,-17085.5,0,0,810,615.404518181314,"straight",-0.51689258733591,-0.408822502920828,-0.108820776186024
"79",2136,2177,"Correct",2044,48.91259847,"Snake",61,"Typical","Mouse",-57.0535641005805,-17957,0,0,1260,644.213625008691,"straight",-0.528462866012436,1.01494279943772,1.12729872029599
"80",2136,1809,"Correct",1659,51.70798377,"Dolphin",47,"Atypical","Mouse",-39.9158329564489,-13503,0,0,900,628.981631739501,"straight",-0.46933031153711,-0.328561223621204,0.13840312311038
"81",2136,2297,"Correct",2138,44.03806534,"Guineapig",53,"Typical","Mouse",47.0508540221409,12272.5,0,0,1530,730.260712445477,"straight",-0.127127536979683,1.34296715831445,1.86897041818521
"82",2135,3010,"Correct",2864,61.82439103,"Frog",104,"Atypical","Touch",687.917204736563,191211,3,3,540,1649.57230187908,"dCoM",0.549303340733731,0.728944592504803,-0.581517373776893
"83",2135,1710,"Correct",1601,64.68416522,"Eagle",53,"Typical","Touch",527.100464033505,196012.5,1,1,755,1278.22556249703,"cCoM",0.591749987299593,-0.708779700263733,0.311527164523335
"84",2135,1798,"Correct",1688,77.76399339,"Clownfish",54,"Typical","Touch",422.56008207341,138508.5,3,1,450,1304.21343432976,"cCoM",0.0833980214299046,-0.609744060144285,-0.955349971204895
"85",2135,1346,"Correct",1186,48.75472494,"Zebra",40,"Typical","Touch",56.0691662963591,24923,1,1,460,846.010066939554,"straight",-0.920730599523273,-1.18119108704041,-0.913813015935117
"86",2135,1708,"Correct",1545,53.63092179,"Cangaroo",47,"Typical","Touch",475.869024772859,136981.5,1,0,540,1275.28265823304,"cCoM",0.0698989004664409,-0.772526778961309,-0.581517373776893
"88",2135,2456,"Correct",2288,45.18007248,"Salamander",54,"Atypical","Touch",-12.3804371508028,-881.5,1,0,1282,759.811426536427,"straight",-1.14884983128601,0.0732603544725962,2.50052470724064
"90",2135,1783,"Correct",1567,50.59961426,"Tuna",53,"Typical","Touch",86.1544123573195,32818.5,1,1,541,789.517799119784,"straight",-0.850932099479378,-0.74748328375869,-0.577363678249915
"91",2135,1946,"Correct",1784,77.79526252,"Cow",59,"Typical","Touch",782.2,259550.5,2,2,900,1774.55454536596,"dCoM",1.15344425565359,-0.500463353805584,0.913813015935117
"92",2135,2312,"Correct",1792,49.64851601,"Snake",53,"Typical","Touch",-84.1749145007061,-18687.5,1,3,990,857.647182002312,"straight",-1.30626001326075,-0.491356628277359,1.28764561336312
"94",2135,2392,"Correct",1987,51.09579499,"Guineapig",70,"Typical","Touch",15.8875203181317,3468.5,0,0,445,726.41179084478,"straight",-1.11039457510325,-0.269380193526873,-0.976118448839784
"96",2134,3779,"Correct",3662,72.84343726,"Frog",95,"Atypical","Mouse",577.137448644048,-51551,2,3,0,2460.51646808537,"dCoM2",-0.823942429601318,2.69784173699344,-0.908357389141456
"97",2134,2009,"Correct",1852,57.97676764,"Seahorse",89,"Atypical","Mouse",80.4315284526582,15818.5,1,0,150,990.518018697573,"straight",-0.228196262865148,-0.308742416991122,-0.463471858978575
"98",2134,2711,"Correct",2615,61.29335793,"Guineapig",84,"Typical","Mouse",-58.8398698050915,-18307.5,3,0,0,872.63964633296,"straight",-0.529971304776377,0.958673997091874,-0.908357389141456
"99",2134,2335,"Correct",2182,48.8963556,"Zebra",92,"Typical","Mouse",-105.4,-50051.5,2,0,0,1003.0979452013,"straight",-0.810682402778781,0.239419334840318,-0.908357389141456
"100",2134,2608,"Correct",2548,52.60241374,"Dove",91,"Typical","Mouse",-54.6497795901296,-21956.5,0,0,0,939.977636107997,"straight",-0.562239286020416,0.847380550507915,-0.908357389141456
"102",2134,1286,"Correct",1047,53.63886641,"Elephant",42,"Typical","Mouse",-90.2565946776885,-46913.5,0,0,0,959.276215563315,"straight",-0.782933176924083,-1.6459248722163,-0.908357389141456
"103",2134,1656,"Correct",1474,60.74222023,"Seal",61,"Atypical","Mouse",327.696153700754,150174,2,2,304,1432.43721491211,"curved",0.959904793323803,-0.936636787270771,-0.00672271467801683
"104",2134,2044,"Correct",1848,51.84355594,"Cow",60,"Typical","Mouse",-33.4068058939674,-8054.5,0,0,270,953.410019593882,"straight",-0.439304379126848,-0.315386801861806,-0.10756343484827
"105",2134,1729,"Correct",1645,55.28852838,"Cangaroo",72,"Typical","Mouse",-26.72748988053,-5089.5,0,0,0,912.129372044747,"straight",-0.413084986310028,-0.652589334049025,-0.908357389141456
"106",2134,1941,"Correct",1803,61.91215274,"Snake",59,"Typical","Mouse",-31.3390091074359,-8357,0,0,630,855.879317042355,"straight",-0.441979376201751,-0.390136131657002,0.960161837542645
"107",2134,2269,"Correct",2170,85.55265203,"Salamander",81,"Atypical","Mouse",670.776178229305,298643.5,2,3,540,1649.48146565248,"dCoM",2.27281546510014,0.219486180228266,0.693230519444916
"108",2134,2309,"Correct",2196,51.33938917,"Tuna",70,"Typical","Mouse",-67.7898007649612,-29729,3,1,360,962.818667981619,"straight",-0.630971235655739,0.262674681887712,0.159367883249459
"109",2134,1632,"Correct",1628,58.22554632,"Eagle",39,"Typical","Mouse",-39.4492008441896,-509.5,2,0,990,883.88653640775,"straight",-0.372584204151163,-0.680827969749432,2.02788710993356
"110",2134,2084,"Correct",2038,70.21810214,"Clownfish",74,"Typical","Mouse",360.379487372295,157062,1,0,900,1202.50244653946,"cCoM",1.02081513994176,0.000221479495689647,1.76095579183583
"111",2133,1519,"Correct",1464,56.80590365,"Guineapig",44,"Typical","Mouse",90.0280856362459,39026,1,3,720,1008.58438293457,"straight",0.0775367293756878,-0.190323207834191,1.35661053986129
"115",2133,1437,"Correct",1195,55.43329593,"Tuna",47,"Typical","Mouse",27.5331481917943,7521,0,0,450,928.596270710081,"straight",-0.714586428676256,-0.43654691127066,0.499803883106792
"118",2133,1404,"Correct",1314,56.37172514,"Salamander",38,"Atypical","Mouse",98.803939457866,48260.5,3,2,630,973.273559572102,"straight",0.309717694398086,-0.32762267071698,1.07100832094312
"119",2133,1395,"Correct",1191,59.00184709,"Cangaroo",37,"Typical","Mouse",-15.8464000646682,-4620,0,0,630,873.822243190948,"straight",-1.01984487215852,-0.440208230280868,1.07100832094312
"120",2133,1077,"Correct",821,51.87661816,"Elephant",30,"Typical","Mouse",84.7598508583105,54392.5,0,2,405,1008.04723634495,"straight",0.463893196863553,-0.778880238725082,0.357002773647708
"121",2133,1580,"Correct",1441,59.30642728,"Zebra",61,"Typical","Mouse",45.2483165775517,17004.5,0,0,0,898.205650682033,"straight",-0.476144912428498,-0.211375792142885,-0.928207211484042
"122",2133,1727,"Correct",1609,57.06785321,"Clownfish",52,"Typical","Mouse",-27.3964816400743,-14471,0,0,720,909.218786945864,"straight",-1.26752635858828,-0.0576003937141607,1.35661053986129
"123",2133,1205,"Correct",1037,58.86102756,"Snake",30,"Typical","Mouse",136.0549080218,81998.5,2,2,0,989.160687066173,"curved",1.15798467127022,-0.581169012173865,-0.928207211484042
"124",2133,1632,"Correct",1501,56.29542223,"Dove",48,"Typical","Mouse",70.1320805210077,35368,1,0,0,928.093844758559,"straight",-0.0144355452522763,-0.156456006989769,-0.928207211484042
"125",2132,1024,"Correct",863,53.01866981,"Cow",45,"Typical","Mouse",70.8332462761886,19147,1,0,0,877.79766436469,"straight",-0.55114890973449,-1.09936180444588,-2.52772135740838
"126",2132,1175,"Correct",1116,62.63604377,"Elephant",47,"Typical","Mouse",47.7505379970065,14702,0,0,451,770.90497226716,"straight",-0.606990411860462,-0.23475133700865,0.0519183847126526
"127",2132,1552,"Correct",1430,75.62612198,"Dolphin",58,"Atypical","Mouse",599.185899122082,187504,1,2,450,1454.09981537814,"cCoM",1.56388096055172,0.838322523763254,0.0461985626680383
"128",2132,1672,"Correct",1518,52.63515474,"Snake",59,"Typical","Mouse",-46.2354621828074,13004.5,0,2,450,1065.98633871716,"straight",-0.628315709916443,1.1390565993936,0.0461985626680383
"129",2132,976,"Correct",803,56.23377733,"Zebra",26,"Typical","Mouse",47.0273740262064,10508,1,0,450,803.834455342721,"straight",-0.659678659310703,-1.30440776510294,0.0461985626680383
"130",2132,1737,"Correct",1646,80.98328882,"Tuna",66,"Typical","Mouse",739.441413273343,228758.5,2,2,630,1746.33346796693,"dCoM",2.08215165784213,1.57648798212864,1.0757665306986
"131",2132,1376,"Correct",1338,58.89872386,"Guineapig",46,"Typical","Mouse",79.7235430041004,46335,0,0,720,808.821466080574,"straight",-0.209592383345083,0.523918717422441,1.59055051471389
"132",2132,1081,"Correct",880,56.21576062,"Frog",37,"Atypical","Mouse",93.8593408148289,47853,0,0,344,816.778534792452,"straight",-0.190522102079115,-1.04126544892639,-0.560102574061073
"133",2132,1174,"Correct",1015,56.19528712,"Cangaroo",32,"Typical","Mouse",61.6312876795272,39547,1,0,540,821.543690119984,"straight",-0.294868450033743,-0.57991203744802,0.560982546683321
"134",2132,1368,"Correct",1212,58.59067965,"Eagle",31,"Typical","Mouse",33.0697755998017,15140,1,0,450,827.4847140958,"straight",-0.601487919637475,0.0933222000426328,0.0461985626680383
"135",2132,1216,"Correct",1087,56.36220486,"Seahorse",33,"Atypical","Mouse",21.3192111135415,6902,1,1,450,871.55725194644,"straight",-0.7049799993931,-0.333856884659558,0.0461985626680383
"136",2132,1727,"Correct",1583,82.36540639,"Dove",70,"Typical","Mouse",706.789829113839,181563.5,2,2,540,1702.76128642635,"dCoM",1.48925183943151,1.36118972343874,0.560982546683321
"137",2132,1009,"Correct",910,62.56075207,"Clownfish",40,"Typical","Mouse",29.6413454591144,8277.5,0,0,270,772.000354657068,"straight",-0.687699912514748,-0.938742468597861,-0.983369405362527
"138",2131,1372,"Correct",1227,53.30957171,"Guineapig",101,"Typical","Mouse",-41.4447504854256,-14852.5,0,0,697,787.848824777842,"straight",-0.66797949098444,-1.17228521902498,-0.0215763287206286
"139",2131,1463,"Correct",1451,42.92313079,"Cangaroo",100,"Typical","Mouse",-66.5765647061701,-28048,1,0,765,921.108450672179,"straight",-0.78651100440831,-0.801915840940927,0.133408567723323
"140",2131,2081,"Correct",1924,62.13272417,"Seal",104,"Atypical","Mouse",414.206805765201,191814.5,3,1,529,1199.84390323651,"curved",1.18845279917287,-0.0198412166830745,-0.404480190523332
"141",2131,1957,"Correct",1945,52.17228602,"Frog",169,"Atypical","Mouse",-49.1769090359299,-19843.5,1,1,1001,787.200045136649,"straight",-0.712812258480824,0.0148809125123059,0.671297325969978
"142",2131,1496,"Correct",1350,64.69831599,"Dove",148,"Typical","Mouse",133.261667959197,59751,0,2,2,831.681939028893,"curved",0.00216303955382275,-0.96891274802347,-1.60561313796396
"143",2131,3849,"Correct",3802,77.69412689,"Seahorse",244,"Atypical","Mouse",662.924842400654,205752.5,1,2,1575,1600.74059602494,"cCoM",1.31365398397844,3.08530919421808,1.97955218712921
"145",2131,1924,"Correct",1768,50.44255775,"Tuna",83,"Typical","Mouse",16.2849053247279,8897.5,1,2,777,913.761477387906,"straight",-0.454639833994034,-0.277777033563043,0.160758843566373
"146",2131,2069,"Correct",2057,52.23551284,"Snake",167,"Typical","Mouse",-139.504719643228,-19308,2,1,1,877.601961673894,"straight",-0.70800201063584,0.200065601554334,-1.60789232761754
"147",2131,2115,"Correct",1958,54.01664012,"Cow",142,"Typical","Mouse",-83.5451769198767,5698.5,3,1,563,921.468833821116,"straight",-0.483375562950342,0.0363755639189699,-0.326987742301356
"148",2131,2533,"Correct",2423,86.9037123,"Clownfish",178,"Typical","Mouse",764.779196838578,352683.5,1,3,1195,1801.57656570066,"dCoM",2.63349436887349,0.805222710388106,1.11346011876596
"150",2131,1586,"Correct",1430,66.2150035,"Elephant",136,"Typical","Mouse",124.674179232106,70435,0,1,720,928.388037763292,"curved",0.0981344456711068,-0.836637970136307,0.0308450333118844
"152",2131,1845,"Correct",1833,55.83979122,"Zebra",147,"Typical","Mouse",-46.9382529758473,-20813.5,1,1,903,912.710266646377,"straight",-0.721525499208432,-0.170303776529723,0.447936739918401
"153",2128,1080,"Correct",912,52.08917383,"Cow",22,"Typical","Mouse",112.077132683051,36439.5,1,1,0,1230.76422405074,"straight",-0.807393834839382,-0.656143749125572,-0.712728753010989
"154",2128,1248,"Correct",990,54.1975212,"Cangaroo",33,"Typical","Mouse",342.480288691382,196050.5,3,2,0,1359.34744039863,"curved",0.0696067298679692,-0.279826010656494,-0.712728753010989
"156",2128,952,"Correct",780,58.87348922,"Eagle",28,"Typical","Mouse",327.858865758161,195704,2,2,0,1281.06774705412,"curved",0.0677028467040826,-1.29298915268863,-0.712728753010989
"158",2128,1054,"Correct",864,56.09897039,"Dove",24,"Typical","Mouse",-42.5455053903226,-14649.5,1,1,0,943.277625919497,"straight",-1.08810808291961,-0.887723895875774,-0.712728753010989
"159",2128,1216,"Correct",1084,51.91690953,"Seahorse",33,"Atypical","Mouse",765.707422939796,350234,3,1,0,1873.85993225831,"dCoM",0.916785286286736,0.173685110062652,-0.712728753010989
"160",2128,1151,"Correct",1055,56.83241807,"Zebra",35,"Typical","Mouse",-69.7751342025676,-17531,2,0,0,928.055803882238,"straight",-1.10394080827817,0.0337721047344045,-0.712728753010989
"161",2128,1105,"Correct",1030,61.60993144,"Guineapig",54,"Typical","Mouse",824.919175675305,347635.5,1,2,180,1992.59085666955,"dCoM",0.902507536210663,-0.0868425550313258,0.652070986797288
"162",2128,952,"Correct",784,51.4163444,"Elephant",26,"Typical","Mouse",-126.240058531837,-44992,2,0,337,979.257852420892,"straight",-1.25482835680194,-1.27369080712611,1.84247964874117
"163",2128,1088,"Correct",881,56.37057494,"Salamander",34,"Atypical","Mouse",-131.588313158338,-49443,2,0,360,959.413225569086,"straight",-1.27928487617412,-0.805705927235078,2.01687072660557
"164",2128,1264,"Correct",1226,62.53510249,"Snake",41,"Typical","Mouse",926.64382922153,473869,1,2,194,2110.97524087832,"dCoM",1.59611167868822,0.858776377531999,0.758222077671265
"165",2128,1368,"Correct",1256,56.23613551,"Frog",46,"Atypical","Mouse",538.034949435987,256850.5,3,1,65,1591.17043881009,"cCoM",0.403679158047775,1.00351396925088,-0.219884402524667
"166",2128,1255,"Correct",1001,59.02569254,"Tuna",21,"Typical","Mouse",380.037319175939,96108,2,3,0,1385.44762470757,"curved",-0.47953856048335,-0.226755560359573,-0.712728753010989
"167",2127,2182,"Correct",2178,71.24146798,"Salamander",26,"Atypical","Touch",-0.0355639474907085,-24,0,0,0,1349.68154435936,"curved",-0.0474507983993018,1.02265327538204,NA
"168",2127,1296,"Correct",1288,71.93186077,"Zebra",16,"Typical","Touch",1.43462202210517,994,0,0,0,1385.76481001967,"curved",0.188581475991362,-1.38224477262003,NA
"169",2127,2486,"Correct",2482,73.73276019,"Dove",29,"Typical","Touch",2.32472949344703,1593,0,0,0,1370.61552812809,"curved",0.327464906600406,1.84410159739623,NA
"170",2127,1583,"Correct",1577,71.57375257,"Clownfish",19,"Typical","Touch",-1.83094794634406,-1224,0,0,0,1337.04943906322,"curved",-0.325681377248807,-0.601328440178909,NA
"171",2127,2262,"Correct",2259,68.62406936,"Cangaroo",27,"Typical","Touch",-11.8401241890791,-8125,1,0,0,1381.74114809597,"curved",-1.92573906444917,1.24152601907661,NA
"172",2127,1337,"Correct",1333,74.41223845,"Elephant",16,"Typical","Touch",-0.843614378725943,-560,0,0,0,1327.62567347208,"curved",-0.171727123618747,-1.26064880390082,NA
